publishedAt,title,trade_day,sentiment_score
2025-01-02 22:14:33+00:00,"Funds Scoop This Winner With Tesla-Like Gains; Chart Flashes Buy Signals Not many stocks can boast the kind of gains the Magnificent Seven had in 2024. Even fewer can lay claim to outperforming them. But media and entertainment stock TKO Group (TKO) would come second for  TKO Group organizes UFC events and outperformed Magnificent Seven stocks Meta, Apple, Google, Microsoft with a 74% gain in 2024.",2025-01-03,0.9698
2025-01-03 13:25:27+00:00,"Apple has agreed to pay $95 million over Siri's alleged eavesdropping In This Story
Tech giant Apple (AAPL-2.83%
) has agreed to pay $95 million to settle a proposed cash action lawsuit over allegations that it used its virtual assistant to eavesdrop on iPhone users. Tech giant Apple (AAPL) has agreed to pay $95 million to settle a proposed cash action lawsuit over allegations that it used its virtual assistant to eavesdrop on iPhone users.Read more...",2025-01-03,0.0772
2025-01-03 14:30:47+00:00,"Stock market today: Dow, S&P 500, Nasdaq jump as Nvidia, Tesla lead spark to end losing week US stocks stepped higher on Friday, shaking off a downbeat start to 2025 as Tesla (TSLA) and Nvidia (NVDA) led a tech-heavy comeback.
The S&amp;P 500 (^GSPC) rose 1.3%, while the Dow Jones Industria Hopes are dim for a ""Santa Claus"" rally after a five-session run of losses for the S&P 500.",2025-01-03,-0.3182
2025-01-03 16:52:22+00:00,"Nvidia Hits Buy Point Amid CES Chip Buzz; Is Nvidia A Buy Now? Nvidia (NVDA) rose above the 50-day moving average Friday and hit an early buy point at 141.90. Does that mean Nvidia stock  is a buy now?
The 50 day moving average on a stock chart is a key level t Nvidia stock soared past the 50-day moving average on Friday and hit a buy point ahead of the CES event on Monday when it will reveal its latest chips.",2025-01-06,0.0
2025-01-03 20:09:44+00:00,"Apple's $95 Million Siri Privacy Settlement: What You Need To Know Jakub Porzycki / NurPhoto / Getty Images
<ul> Apple this week agreed to a proposed $95 million settlement to resolve a class action lawsuit alleging that some customers had private conversations...",2025-01-06,0.4215
2025-01-03 21:03:15+00:00,"Warren Buffett Stocks: What's Inside Berkshire Hathaway's Portfolio? You need to keep up on Warren Buffett stocks, because while the Berkshire Hathaway (BRKB) chief sticks to a winning investing formula, that doesn't mean sitting still.
XNOW PLAYINGWarren Buffett Vs. The Berkshire Hathaway chief sticks to a winning formula, but he does not sit still.",2025-01-06,0.5267
2025-01-05 14:21:13+00:00,"Is Apple Inc. (NASDAQ:AAPL) the Hottest Large-Cap Stock Right Now? We recently compiled a list of the 10 Hottest Large-Cap Stocks Right Now. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the other large-cap stocks.
Th We recently compiled a list of the 10 Hottest Large-Cap Stocks Right Now. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL...",2025-01-06,0.0
2025-01-06 14:31:00+00:00,"This strategist says a popular ETF could jump at least 15%. It’s a bet inflation will be contained. Treasurys are attractive at current levels, according to Roth Capital Partners - AFP via Getty Images
Monday action shows stocks adding to the previous sessions rebound. Thats particularly promising Treasurys are attractive at current levels, according to Roth Capital Partners",2025-01-06,0.8908
2025-01-06 16:00:59+00:00,"Qualcomm reveals Snapdragon X chip for AI PCs, new desktop system at CES 2025 Qualcomm (QCOM) is diving further into the PC industry, debuting its new Snapdragon X chip for mid-range laptops and desktops. The chip, which the company says will be available in PCs beginning this Qualcomm launches Snapdragon X chip for laptops and desktops in challenge to Intel at CES 2025.",2025-01-07,0.1531
2025-01-06 18:57:51+00:00,"Analyst: People Buying Apple Inc (AAPL) Products ‘In Droves’ We recently published a list of 10 AI Stocks on Investors Radar In January 2025. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other AI stocks on inves We recently published a list of 10 AI Stocks on Investors’ Radar In January 2025. In this article, we are going to take a look at where Apple Inc...",2025-01-07,0.0
2025-01-07 14:40:59+00:00,"Apple, Tesla downgraded: Wall Street's top analyst calls The most talked about and market moving research calls around Wall Street are now in one place. Here are today's research calls that investors need to know, as compiled by The Fly. Apple, Tesla downgraded: Wall Street's top analyst calls",2025-01-07,0.3818
2025-01-07 15:08:41+00:00,"Micron (MU) Stock Jumps for Second Day After Nvidia (NVDA) Mention Micron Technologies (MU) is climbing for a second straight day after Nvidia (NVDA) noted that it was using MU's chips in its new products. After advancing 10.5% yesterday, the shares are climbing 6%  Micron Technologies (MU) is climbing for a second straight day after Nvidia (NVDA) noted that it was using MU’s chips in its new products. After advancing...",2025-01-07,0.6124
2025-01-07 19:52:41+00:00,"Bernstein Raises Apple (AAPL) Price Target, Highlights AI and Platform Strength  ",2025-01-08,0.4939
2025-01-08 19:24:18+00:00,"Dumb Trading Apple (AAPL)
Google (GOOGL)
Microsoft (MSFT)
Amazon (AMZN)
Bitcoin (BTC) a dedicated site for the weirdly addictive stock-trading minigame from Neal.fun's Stimulation Clicker #",2025-01-09,-0.2023
2025-01-08 19:24:45+00:00,Analyst: Apple’s (AAPL) Valuation Is “Ridiculously Stretched”  ,2025-01-09,0.0
2025-01-08 20:55:32+00:00,"Apple, Nvidia, Microsoft, Amazon, and Alphabet Drive S&P 500 Market Concentration to ... With Apple (AAPL, Financials), Nvidia (NVDA, Financials), Microsoft (MSFT, Financials), Amazon (AMZN, Financials), and Alphabet (GOOG, Financials) (GOOGL, Financials) together accounting 28.8% of the Top five stocks represent 28.8% of the index as of Dec. 31, 2024.",2025-01-09,0.4939
2025-01-09 10:00:00+00:00,"This free tool uses AI to appeal insurance denials — which may have be denied by AI In This Story
A Silicon Valley software engineer is leveraging her technological expertise to help patients use AI to fight back against health insurance claim denials some of which may have been dr A Silicon Valley software engineer is leveraging her technological expertise to help patients use AI to fight back against health insurance claim denials — some of which may have been driven by AI themselves.Read more...",2025-01-09,0.1531
2025-01-09 11:40:26+00:00,"Stocks are priced for 'perfection' and more vulnerable to a correction, Goldman warns A perfect, money-making market backdrop may not continue for much longer as investors digest rising bond yields, bloated valuations and uncertainty over further interest-rate cuts.
That a fresh warn How long can the markets withstand higher bond yields and other risks? Goldman Sachs warns maybe not much longer.",2025-01-09,0.1548
2025-01-09 14:50:00+00:00,"TikTok's Supreme Court date is tomorrow. Here's what to know as it fights a U.S. ban In This Story
The nations highest court is preparing to hear the case against banning one of the most popular social media platforms in the U.S.
In April, President Joe Biden signed a bipartisan bi The nation’s highest court is preparing to hear the case against banning one of the most popular social media platforms in the U.S.Read more...",2025-01-09,0.5402
2025-01-09 15:10:00+00:00,"Apple says Siri isn't eavesdropping and selling your data In This Story
Apple (AAPL+0.20%
) said Siri user data is not being sold for marketing purposes after settling a proposed class action lawsuit accusing the voice assistant of eavesdropping on iPhone Apple (AAPL) said Siri user data is not being sold for marketing purposes after settling a proposed class action lawsuit accusing the voice assistant of eavesdropping on iPhone and other Apple device users.Read more...",2025-01-09,-0.6369
2025-01-09 15:59:00+00:00,"Google joins Amazon, Meta, Tim Cook, and more in donating to Trump's inauguration In This Story
Google (GOOGL-0.79%
) is the latest technology giant to officially make a major donation to the group planning President-elect Donald Trumps inauguration, which is less than two weeks Google (GOOGL) is the latest technology giant to officially make a major donation to the group planning President-elect Donald Trump’s inauguration, which is less than two weeks away. Read more...",2025-01-09,0.1779
2025-01-09 20:15:58+00:00,"Top 2024 Tech Analysis On Forbes From Leading AI Investment Firm The world today was engineered to be ephemeral and noisy. This is a terrible combination for an investor.
On Twitter alone, there are 456,000 messages sent every minute. On Facebook, there are 510,0 I believe quality analysis particularly in the tech sector can be hard to find. I highlight top calls from my firm's Forbes analyses during a strong year for AI stocks...",2025-01-10,0.2732
2025-01-09 21:19:52+00:00,"Is Apple Inc. (AAPL) the Best Technology Stock to Invest In for the Long Term We recently compiled a list of the 12 Best Technology Stocks to Invest In for the Long Term. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the other te We recently compiled a list of the 12 Best Technology Stocks to Invest In for the Long Term. In this article, we are going to take a look at where Apple Inc....",2025-01-10,0.9274
2025-01-10 10:00:00+00:00,"Zuckerberg goes full Trump, Musk cuts DOGE expectations, TikTok's day in court: Politics news roundup Mr. Trump is returning to Washington and tech giants dont want to miss out. 
Google and Microsoft have announced plans to donate $1 million to the committee planning President-elect Donald Trumps Ja Plus, Google and Microsoft join the horde of companies funding Trump's record-breaking inauguration",2025-01-10,0.0572
2025-01-10 11:21:53+00:00,Is Apple Inc. (AAPL) the Best Blue Chip Stock to Buy for 2025?  ,2025-01-10,0.6369
2025-01-10 12:00:10+00:00,"Stock Market Gains Flow Mostly To Handful Of Companies Growth is good. In another banner year for the stock market, large-cap growth funds gained 30% in 2024, with the Magnificent Seven powering the upside.
XNOW PLAYINGWhat Are The Magnificent Seven Sto Growth is good. In another banner year for the stock market, large-cap growth funds gained 30% in 2024, with the Magnificent Seven on fire.",2025-01-10,0.985
2025-01-10 13:48:28+00:00,"Dow Jones Slides 350 Points On Strong Jobs Report; Nvidia Tumbles On New AI Chip Limits The Dow Jones Industrial Average and other major indexes traded sharply lower Friday as Wall Street reacted to a stronger-than-expected December jobs report from the U.S. Labor Department. An early l Nvidia dropped on new AI chip limits, while chipmaker TSMC rallied on strong December sales.",2025-01-10,0.8126
2025-01-10 15:41:40+00:00,"Stock Market Today: Dow Jones Tumbles 500 Points, Bond Yields Spike After Hot Jobs Report (Live Coverage) Major stock indexes were down sharply in the stock market today after the December employment report came in stronger than expected. Insurer Travelers (TRV) lagged badly in the Dow Jones Industrial A A wave of selling hit the stock market today after job growth in December came in much stronger than expected.",2025-01-10,0.3612
2025-01-11 13:00:00+00:00,"Why your 401(k) may be breaking the first rule of investing Putting so many eggs in so few baskets is especially unwise now. - Getty Images
The stock-market boom in the so-called Magnificent Seven technology stocks is now exposing ordinary American investors Are you as diversified as you think?",2025-01-13,0.4215
2025-01-12 12:00:00+00:00,"Jobs Report: Bond Yields Rise And Stocks Fall The U.S. economy shows positive momentum, with robust job growth in last Friday's payrolls report. ... [+] The resilient growth removes almost any chance of another Federal Reserve rate cut soon.
ge Stocks and bonds declined in response to much better-than-expected job growth. This week's consumer inflation (CPI) report could further pressure yields.",2025-01-13,0.8813
2025-01-12 12:51:36+00:00,"Veteran fund manager issues stark S&P 500 warning for 2025 Make no mistake: this is the Age of the Magnificent Seven.The septet of tech high rollers, including Apple (AAPL) , Nvidia (NVDA) , Tesla (TSLA) and Amazon (AMZN) , has had a massive impact on the st Make no mistake: this is the Age of the Magnificent Seven.
The septet of tech high rollers, including Apple (AAPL) , Nvidia (NVDA) , Tesla (TSLA) and Amazon (AMZN) , has had a massive impact on the stock market.
Related: The 5 best performing stocks on the S&…",2025-01-13,0.9439
2025-01-12 13:30:00+00:00,"This ‘All-American’ Market Edge Could Send Your Dividends Soaring Vector flag of United States of America. Waving flag of USA, vector illustration. Bright colors
getty
You may have noticed that lately, the media is pumping out more stories on how the US economy a You may have noticed that lately, the media is pumping out more stories on how the US economy and stock markets are leading the world.",2025-01-13,0.6908
2025-01-13 05:15:39+00:00,"TSMC fourth-quarter profit seen jumping 58% amid strong AI chip demand TAIPEI (Reuters) - Taiwan Semiconductor Manufacturing Co, (TSM, 2330.TW) the main global producer of advanced chips used in artificial intelligence applications, is expected to report a 58% leap in f Taiwan Semiconductor Manufacturing Co, the main global producer of advanced chips used in artificial intelligence applications, is expected to report a 58...",2025-01-13,0.9313
2025-01-13 08:09:23+00:00,"When To Sell Stocks Knowing how to buy stocks correctly is crucial to learning how to make money in stocks. But understanding when to sell stocks and having the discipline to do it correctly is equally, if not more, imp To capture gains and avoid big losses, learn when to sell stocks using stock charts.",2025-01-13,-0.5023
2025-01-13 12:49:06+00:00,Is Apple Inc. (AAPL) the Best NASDAQ Stock to Buy in 2025?  ,2025-01-13,0.6369
2025-01-13 13:07:03+00:00,"Dow Jones Futures Extend Losses Ahead Of Inflation Data; Nvidia Triggers Sell Signal The Dow Jones Industrial Average and other major indexes traded lower Monday, continuing their slide in the wake of last week's heavy losses. An early loser on the stock market today was Nvidia (NVDA Nvidia stock triggered a sell signal below its latest buy point, while Lululemon rallied.",2025-01-13,-0.8612
2025-01-13 16:21:18+00:00,"Nvidia and other AI stocks are bleeding after Biden issued new AI rules In This Story
The stock market is in the red, with the tech-heavy Nasdaq plunging more than 1% on Monday morning as new regulatory measures introduced by President Biden have severely impacted artif The stock market is in the red, with the tech-heavy Nasdaq plunging more than 1% on Monday morning as new regulatory measures introduced by President Biden have severely impacted artificial intelligence (AI) stocks. These changes have raised concerns among in…",2025-01-14,-0.4404
2025-01-13 19:12:13+00:00,"Why Tech Stocks Are Dropping Monday Costfoto / NurPhoto via Getty Images
<ul> Technology stocks struggled across the board on Monday, including declines among all but one of the Magnificent 7 firms and a big hit to quantum computing...",2025-01-14,0.6858
2025-01-13 21:02:18+00:00,"Stock market today: Dow pops higher, tech weighs on Nasdaq as Treasury yields keep climbing Stocks closed mixed on Monday, with Big Tech names paring losses as the dollar and bond yields climbed amid fading hopes for interest rate cuts ahead of this week's key consumer inflation reports.
T Stocks are under pressure as strong data craters bets on the chances of Fed rate cuts.",2025-01-14,0.5267
2025-01-13 22:41:28+00:00,"Apple Stock Drops Amid Soft iPhone Sales, Zuckerberg Diss Apple (AAPL) stock continued its downward trajectory Monday on the latest reports of soft iPhone sales and brutal criticism of the company by Meta Platforms (META) Chief Executive Mark Zuckerberg.
C Apple stock continued its downward trajectory Monday on the latest reports of soft iPhone sales and brutal criticism by Mark Zuckerberg.",2025-01-14,-0.9325
2025-01-14 01:30:06+00:00,"Dow Jones Futures Rise: Nvidia, Palantir, Apple Slide; Donald Trump Stock Soars 21% Dow Jones futures, along with S&amp;P 500 futures and Nasdaq 100 futures, were higher ahead of Tuesday's open following Monday's stock market action.
Trump Media &amp; Technology (DJT) soared more t Trump Media & Technology soared, while KB Home was a big earnings mover late.",2025-01-14,0.0
2025-01-14 07:22:34+00:00,"Apple: High Valuation Makes No Sense Analysts Disclosure:I/we have a beneficial long position in the shares of GOOG, NVDA, AMZN either through stock ownership, options, or other derivatives. I wrote this article myself, and it expresses Apple's lack of iPhone revenue growth and disappointing new product launches are key issues. Read why cautious investors should avoid AAPL stock.",2025-01-14,-0.3818
2025-01-14 13:46:53+00:00,"TikTok Ban: China Reportedly Mulls Musk As A TikTok Buyer. What Would It Cost? With a TikTok ban looming, Chinese officials are reportedly mulling whether the app's U.S. operations could be sold to Elon Musk, who already owns social media platform X and is a key ally to Preside With the TikTok ban looming, Chinese officials are reportedly weighing whether to allow a sale of the app to Elon Musk.",2025-01-14,-0.8979
2025-01-14 19:05:50+00:00,Apple Inc. (AAPL)’s Struggle: Can AI Help Regain Market Share in 2025?  ,2025-01-15,0.3818
2025-01-15 16:35:00+00:00,"The U.S. wants to block China from TSMC's and Samsung's advanced chips In This Story
The outgoing Biden administration is introducing even more measures focused on keeping advanced chips out of China.
The new regulations reinforce and build upon previous U.S. export c The outgoing Biden administration is introducing even more measures focused on keeping advanced chips out of China.Read more...",2025-01-16,0.8822
2025-01-16 11:51:19+00:00,"Dow Jones Futures Fall, But Nvidia Chipmaker Taiwan Semiconductor Lifts Techs Dow Jones futures fell slightly early Thursday amid mixed UnitedHealth (UNH) results while S&amp;P 500 futures and Nasdaq futures rose as Nvidia chipmaker Taiwan Semiconductor (TSM) lifted techs.
Ba UnitedHealth dragged on the Dow after Wednesday's market rally.",2025-01-16,-0.0772
2025-01-16 11:53:49+00:00,"TSM Stock Jumps As Chip Foundry Tops Q4 Estimates On AI Chip Sales Taiwan Semiconductor Manufacturing (TSM), the world's largest contract chipmaker, on Thursday beat analyst estimates for the fourth quarter, thanks to strong sales of advanced chips for artificial in Taiwan Semiconductor Manufacturing beat analyst estimates for the fourth quarter, thanks to strong sales of AI chips. TSM stock surged.",2025-01-16,0.9493
2025-01-16 13:13:23+00:00,"Dow Jones Futures Fall Ahead Of Key Data; Nvidia Chipmaker Surges On Strong AI Chip Demand A day after a broad stock rally, the Dow Jones Industrial Average and other major indexes were mixed, as Wall Street awaited retail sales data and weekly unemployment claims ahead of the market open  Key earnings movers include TSMC, Bank of America, Morgan Stanley and UnitedHealth.",2025-01-16,-0.0516
2025-01-16 17:44:27+00:00,Is Apple Inc. (AAPL) the Best NASDAQ Dividend Stock to Buy?  ,2025-01-17,0.6369
2025-01-17 13:46:21+00:00,"Apple iPhone sales fell in all four quarters in China, Reuters reports https://www.tipranks.com/news/the-fly/apple-iphone-sales-fell-in-all-four-quarters-in-china-reuters-reports
Apples (AAPL) annual shipments in China declined 17% in 2024, with Huawei and Vivo overtak Apple’s (AAPL) annual shipments in China declined 17% in 2024, with Huawei and Vivo overtaking the iPhone maker in market share, Reuters’ Liam Mo and Brenda ...",2025-01-17,0.296
2025-01-17 14:31:05+00:00,"Stock market today: Dow, S&P, Nasdaq climb as techs and rate-cut hopes revive US stocks jumped on Friday amid a tech stock revival, as investors assessed a week of key data and earnings reports and eyed likely policy shifts under a Trump administration.
The Dow Jones Industri Investors are appraising Trump policies' likely impact on stocks on the last trading day before the inauguration.",2025-01-17,0.6369
2025-01-17 14:31:05+00:00,"Stock market today: Dow leads weekly stock market rally ahead of Trump inauguration US stocks jumped on Friday amid a tech stock revival as investors assessed a week of key data and earnings reports alongside potential policy shifts under a Trump administration.
The Dow Jones Indus Investors are appraising Trump policies' likely impact on stocks on the last trading day before the inauguration.",2025-01-17,0.0
2025-01-17 15:24:00+00:00,"TikTok ban is upheld by the Supreme Court as time is running out for the popular app In This Story
TikTok is likely seeing its final days in the U.S. after the Supreme Court on Friday upheld a law banning the social media app starting on Sunday if its Chinese parent company does not TikTok is likely seeing its final days in the U.S. after the Supreme Court on Friday upheld a law banning the social media app starting on Sunday if its Chinese parent company does not sell it.Read more...",2025-01-17,0.875
2025-01-17 16:06:05+00:00,"Stock Market Today: Dow Jones Rises; Nvidia Gains As Bitcoin Soars Past $104,000 On Trump Plans (Live Coverage) Stocks got off to a strong start Friday, the last trading day before President-elect Donald Trump takes office as the Dow Jones Industrial Average and other major indexes all headed for their best we Dow Jones and other indexes soared in the stock market today as investors await Inauguration Day on Monday. Bitcoin cleared $103,000.",2025-01-20,0.8934
2025-01-17 16:30:00+00:00,"Walgreens' digital doors looked cool but were a $200 million disaster In This Story
In a high-profile experiment, Walgreens (WBA+0.27%
) sought to modernize its stores by replacing traditional refrigerator doors with digital screens. The attempt failed.
The pharmacy In a high-profile experiment, Walgreens (WBA) sought to modernize its stores by replacing traditional refrigerator doors with digital screens. The attempt failed.Read more...",2025-01-20,-0.8873
2025-01-18 15:33:43+00:00,"Why Is Cliff Asness Bullish On Apple Inc. (AAPL)? We recently compiled a list of the 10 Best Stocks to Invest in According to Billionaire Cliff Asness. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the We recently compiled a list of the 10 Best Stocks to Invest in According to Billionaire Cliff Asness. In this article, we are going to take a look at where...",2025-01-20,0.8555
2025-01-18 23:52:27+00:00,"Apple Inc. (AAPL): A Prime Investment with Strong Financials, AI Integration, and Groundbreaking Innovations in iOS and iPhone  ",2025-01-20,0.5106
2025-01-19 04:39:08+00:00,"TikTok goes dark as U.S. ban begins — but Trump waits in the wings In This Story
TikToks time is up in the U.S. at least for now. The popular social media app went dark late Saturday before a federal law to ban it took effect Sunday. But the possibility of at least TikTok’s time is up in the U.S. — at least for now. The popular social media app went dark late Saturday before a federal law to ban it took effect Sunday. But the possibility of at least a temporary reprieve from incoming President Donald Trump left TikTok’s…",2025-01-20,-0.6908
2025-01-19 12:00:00+00:00,"Stocks Await More Earnings After Strong Start And Better Inflation Last week, better bank earnings and friendly details within inflation data, sent stocks and bonds ... [+] higher. This week the focus will be on more fourth-quarter earnings and politics, with the Tr Better bank earnings and inflation readings sent bond and stock prices higher. Earnings and politics will likely have the most significant impact on markets this week.",2025-01-20,0.9513
2025-01-19 12:14:48+00:00,Why Is Apple Inc. (AAPL) Among Louis Navellier’s Top Long-term Stock Picks?  ,2025-01-20,0.2023
2025-01-20 15:46:31+00:00,Jim Cramer on Apple Inc. (AAPL): ‘Apple Wildcard To The Downside. It’s Kind Of A Two Of Clubs’  ,2025-01-20,-0.25
